market_id,timestamp,open,high,low,close,volume,source
LFPR-DEC-2026-BELOW-62_4,2026-01-01T00:00:00Z,0.39048266974344215,0.4083110207654307,0.3742338133897543,0.3964519449813699,606.0,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-02T00:00:00Z,0.414462997904846,0.420086183730933,0.3885241601757461,0.39022392526761546,576.736236565053,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-03T00:00:00Z,0.4046167497054847,0.40954829078579097,0.37032631537902755,0.3893189048354337,744.8602451861811,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-04T00:00:00Z,0.40709727126073525,0.4295765142631606,0.35698613245477956,0.3659228211295257,909.7530044708961,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-05T00:00:00Z,0.3568853546161193,0.35777284121495706,0.33623209022549105,0.33664594138924586,962.3225568833577,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-06T00:00:00Z,0.34188233255111683,0.40152848447491346,0.3367827759898486,0.39718972431454685,1285.525395103612,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-07T00:00:00Z,0.3858958186578124,0.398872249427234,0.31806885886218417,0.33503176149926284,1245.895553783408,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-08T00:00:00Z,0.34334260821281787,0.40764405723860525,0.3388424684625474,0.383960031531183,1322.1392403830423,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-09T00:00:00Z,0.36316237131235524,0.37997673881475436,0.35601855951274564,0.3646721375175687,908.4547281633717,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-10T00:00:00Z,0.36932348725976777,0.3830479773456208,0.3526658513413595,0.36457453761278197,553.1711988574409,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-11T00:00:00Z,0.33891148886106465,0.3716342012137078,0.32611248314234725,0.36680808723373837,559.8025954514768,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-12T00:00:00Z,0.38741469635829756,0.40613933396095275,0.3715318134622938,0.3792149289209515,708.8821002465575,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-13T00:00:00Z,0.33749373649647096,0.3948974697762775,0.31420306175229945,0.37834962996893157,630.3835874242391,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-14T00:00:00Z,0.4111891629751695,0.4137893484225969,0.38254579141955425,0.39098615041981166,759.6382454105611,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-15T00:00:00Z,0.3930493948399166,0.44649120482482,0.39214620412012285,0.4257901352051567,1086.6478174241402,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-16T00:00:00Z,0.4144453626442739,0.45814189339784084,0.3959134739544834,0.4455666365700446,831.3180163786548,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-17T00:00:00Z,0.46077935892973537,0.4669682125405074,0.44893296399243326,0.4618014721446115,696.8180268948028,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-18T00:00:00Z,0.45648077524533465,0.5076235291220268,0.4470744851158366,0.48742641924902114,882.4993652529158,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-19T00:00:00Z,0.47479949973008295,0.5234900904287128,0.45238397340769715,0.5189254243640468,1126.9880613803075,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-20T00:00:00Z,0.5174972507607976,0.5308261833533736,0.4743422478518164,0.49380244698900205,1015.4757285005364,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-21T00:00:00Z,0.4874595408878769,0.5477636576773879,0.4784840161682503,0.5241658391823871,1062.360706320621,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-22T00:00:00Z,0.5193618860363819,0.5366812121873371,0.4962359455993708,0.5321837199952646,667.2145697545295,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-23T00:00:00Z,0.5291752799068947,0.568753912085415,0.5052363155250174,0.5531637898875273,790.7608387071531,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-24T00:00:00Z,0.565164028022195,0.5952642002080936,0.5425489360916417,0.5492550162228418,753.9052839762268,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-25T00:00:00Z,0.5374772192538889,0.5563995611324093,0.5181006171963399,0.5506687827823001,529.9651987135002,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-26T00:00:00Z,0.561250244093723,0.5612679704392964,0.5444680866730163,0.5523219958223278,548.8385564803316,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-27T00:00:00Z,0.5426113198707575,0.5695556962458475,0.5407336753839935,0.557157916201702,691.0310445524904,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-28T00:00:00Z,0.5503129657248907,0.5952518889098847,0.549461007222356,0.5752309301096484,869.8761668953576,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-29T00:00:00Z,0.5610060319174749,0.5896138250581043,0.5154380011499781,0.5326821394498542,1113.5854879175306,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-30T00:00:00Z,0.5664373999252607,0.5706136633920947,0.41513589680406393,0.4351959092909539,1674.8347619068036,mock
LFPR-DEC-2026-BELOW-62_4,2026-01-31T00:00:00Z,0.44229926585948093,0.4712870878983849,0.41509635143600715,0.45753237082901416,898.0375384567228,mock
LFPR-DEC-2026-BELOW-62_4,2026-02-01T00:00:00Z,0.4579191118681831,0.45959994387753966,0.4045370592782561,0.4121556990420236,1133.5200614438868,mock
